transaction_id,user_id,account_id,category_id,amount,transaction_date,transaction_time,description,payment_method,merchant_name,location_city,location_country,reference_number,is_recurring,created_at
5064,1456,2003,2,9439.4,2025-10-04,15:14:14,Freelance Income,bank_transfer,Java House,Ruiru,Kenya,TX127657,0,2025-10-04
5065,1456,2002,13,-14514.49,2025-07-28,12:10:52,Savings Deposit,card,M-Pesa Agent,Kisumu,Kenya,TX177071,1,2025-07-28
5066,1456,2002,8,-1719.54,2025-05-21,16:21:26,Eating Out,cash,Quickmart,Kitale,Kenya,TX882254,0,2025-05-21
5067,1456,2003,3,-16625.74,2025-09-24,19:47:02,Rent,mobile_money,Java House,Nakuru,Kenya,TX616293,1,2025-09-24
5068,1456,2003,7,-2100.51,2025-08-11,07:33:44,Internet,card,Nairobi Hospital,Kiambu,Kenya,TX987658,1,2025-08-11
5069,1456,2002,1,6050.47,2025-04-09,07:33:56,Salary,bank_transfer,Huduma Centre,Meru,Kenya,TX192672,0,2025-04-09
5070,1456,2002,7,-18818.12,2025-03-20,20:04:20,Internet,card,Uber,Kisumu,Kenya,TX904881,1,2025-03-20
5071,1456,2002,5,-8709.91,2025-06-24,17:03:52,Transport,card,Nairobi Hospital,Meru,Kenya,TX214057,1,2025-06-24
5072,1456,2003,11,-12954.19,2025-09-06,19:48:35,Education,card,TotalEnergies,Nyeri,Kenya,TX971777,0,2025-09-06
5073,1456,2003,5,-17947.94,2025-01-21,09:15:19,Transport,mobile_money,M-Pesa Agent,Naivasha,Kenya,TX918144,1,2025-01-21
5074,1456,2002,6,-13408.71,2025-06-02,13:30:55,Utilities,card,Nairobi Hospital,Nairobi,Kenya,TX322256,1,2025-06-02
5075,1456,2002,11,-13407.11,2025-07-11,09:03:06,Education,bank_transfer,Naivas,Meru,Kenya,TX962198,0,2025-07-11
5076,1456,2002,9,-5858.14,2025-07-08,08:51:18,Entertainment,card,Naivas,Kitale,Kenya,TX575118,0,2025-07-08
5077,1456,2003,10,-14182.0,2025-03-26,18:48:38,Healthcare,bank_transfer,Huduma Centre,Ruiru,Kenya,TX918433,0,2025-03-26
5078,1456,2003,14,-10539.81,2025-10-10,20:05:56,Loan Repayment,card,KFC,Meru,Kenya,TX502756,1,2025-10-10
5079,1456,2002,3,-15491.53,2025-06-19,09:18:01,Rent,cash,TotalEnergies,Kisumu,Kenya,TX299623,1,2025-06-19
5080,1456,2002,3,-15570.12,2025-04-25,15:49:09,Rent,bank_transfer,Huduma Centre,Meru,Kenya,TX687043,1,2025-04-25
5081,1456,2002,7,-3269.02,2025-11-15,06:35:30,Internet,mobile_money,Equity ATM,Kiambu,Kenya,TX537994,1,2025-11-15
5082,1456,2002,11,-6328.13,2025-08-15,11:47:13,Education,card,M-Pesa Agent,Meru,Kenya,TX331103,0,2025-08-15
5083,1456,2003,11,-17990.73,2025-12-06,17:41:15,Education,card,Naivas,Ruiru,Kenya,TX958545,0,2025-12-06
5084,1456,2003,14,-13338.94,2025-01-02,17:26:56,Loan Repayment,card,Nairobi Hospital,Thika,Kenya,TX131394,1,2025-01-02
5085,1456,2002,7,-3102.92,2025-10-30,17:34:43,Internet,cash,Carrefour,Kiambu,Kenya,TX677360,1,2025-10-30
5086,1456,2003,10,-1641.52,2025-07-13,17:26:40,Healthcare,card,Naivas,Nyeri,Kenya,TX605339,0,2025-07-13
5087,1456,2003,2,16612.24,2025-12-11,10:49:12,Freelance Income,cash,Java House,Kiambu,Kenya,TX226024,0,2025-12-11
5088,1102,2005,1,234750.75,2025-01-03,18:34:09,Monthly salary,bank_transfer,HR Payroll,Ruiru,Kenya,PAY633757,1,2025-01-03
5089,1102,2005,1,225205.45,2025-02-01,06:53:10,Monthly salary,mobile_money,Employer Ltd,Nairobi,Kenya,PAY106829,1,2025-02-01
5090,1102,2006,1,235141.75,2025-03-04,18:58:56,Monthly salary,mobile_money,Employer Ltd,Nairobi,Kenya,PAY222456,1,2025-03-04
5091,1102,2005,1,219839.31,2025-04-01,08:42:12,Monthly salary,mobile_money,Employer Ltd,Nairobi,Kenya,PAY169439,1,2025-04-01
5092,1102,2005,1,220889.9,2025-05-05,14:05:18,Monthly salary,bank_transfer,HR Payroll,Nairobi,Kenya,PAY575148,1,2025-05-05
5093,1102,2005,1,231690.62,2025-06-05,12:55:37,Monthly salary,mobile_money,HR Payroll,Kakamega,Kenya,PAY250625,1,2025-06-05
5094,1102,2004,1,229771.69,2025-07-02,14:17:01,Monthly salary,mobile_money,HR Payroll,Naivasha,Kenya,PAY727924,1,2025-07-02
5095,1102,2005,1,214867.73,2025-08-01,20:56:08,Monthly salary,mobile_money,HR Payroll,Kakamega,Kenya,PAY236345,1,2025-08-01
5096,1102,2006,1,203728.59,2025-09-01,08:47:55,Monthly salary,mobile_money,HR Payroll,Machakos,Kenya,PAY150011,1,2025-09-01
5097,1102,2004,1,222542.2,2025-10-05,08:49:49,Monthly salary,mobile_money,Employer Ltd,Machakos,Kenya,PAY649434,1,2025-10-05
5098,1102,2006,1,221141.36,2025-11-01,12:12:12,Monthly salary,mobile_money,Employer Ltd,Mombasa,Kenya,PAY239110,1,2025-11-01
5099,1102,2005,1,213424.11,2025-12-02,12:22:58,Monthly salary,mobile_money,Employer Ltd,Naivasha,Kenya,PAY671144,1,2025-12-02
5100,1102,2004,8,-18171.23,2025-01-06,12:54:57,Eating Out,mobile_money,Carrefour,Meru,Kenya,TX271319,0,2025-01-06
5101,1102,2004,7,-4911.87,2025-02-27,13:48:27,Internet,cash,Bolt,Naivasha,Kenya,TX619829,1,2025-02-27
5102,1102,2006,10,-4521.42,2025-06-26,18:07:12,Healthcare,mobile_money,Chicken Inn,Eldoret,Kenya,TX377451,0,2025-06-26
5103,1102,2006,1,77420.45,2025-03-28,16:03:09,Salary,cash,M-Pesa Agent,Nairobi,Kenya,TX957170,0,2025-03-28
5104,1102,2004,7,-9144.43,2025-05-22,15:03:15,Internet,cash,Uber,Machakos,Kenya,TX593248,1,2025-05-22
5105,1102,2006,2,49399.03,2025-03-14,20:47:50,Freelance Income,card,Shell Petrol Station,Mombasa,Kenya,TX114694,0,2025-03-14
5106,1102,2004,11,-11862.06,2025-02-17,21:57:52,Education,card,Uber,Kakamega,Kenya,TX302779,0,2025-02-17
5107,1102,2005,9,-6934.72,2025-08-03,11:36:34,Entertainment,bank_transfer,Equity ATM,Nakuru,Kenya,TX894693,0,2025-08-03
5108,1102,2005,14,-16991.91,2025-04-29,13:56:07,Loan Repayment,card,Java House,Machakos,Kenya,TX130573,1,2025-04-29
5109,1102,2005,4,-9957.96,2025-10-21,20:47:01,Groceries,bank_transfer,Huduma Centre,Kakamega,Kenya,TX224775,1,2025-10-21
5110,1102,2005,8,-18776.25,2025-12-25,07:25:55,Eating Out,card,Huduma Centre,Nyeri,Kenya,TX917769,0,2025-12-25
5111,1102,2004,14,-7647.11,2025-01-08,17:48:00,Loan Repayment,card,Carrefour,Kakamega,Kenya,TX981517,1,2025-01-08
5112,1102,2004,3,-3352.5,2025-04-25,17:20:43,Rent,bank_transfer,KFC,Nairobi,Kenya,TX915044,1,2025-04-25
5113,1102,2005,9,-8217.71,2025-08-18,09:43:16,Entertainment,card,Carrefour,Nyeri,Kenya,TX782939,0,2025-08-18
5114,1102,2004,2,41577.8,2025-10-20,10:20:36,Freelance Income,bank_transfer,Quickmart,Nyeri,Kenya,TX719323,0,2025-10-20
5115,1102,2006,13,-12544.05,2025-12-16,14:15:27,Savings Deposit,cash,Naivas,Kisumu,Kenya,TX233037,1,2025-12-16
5116,1102,2004,14,-14646.81,2025-06-19,07:38:44,Loan Repayment,bank_transfer,Gikomba Market,Nyeri,Kenya,TX406045,1,2025-06-19
5117,1102,2006,3,-12272.65,2025-06-02,16:54:47,Rent,mobile_money,Carrefour,Eldoret,Kenya,TX463624,1,2025-06-02
5118,1102,2005,11,-15073.25,2025-10-07,22:29:51,Education,mobile_money,Equity ATM,Mombasa,Kenya,TX474276,0,2025-10-07
5119,1102,2004,4,-9656.51,2025-10-06,18:28:24,Groceries,card,Naivas,Meru,Kenya,TX573963,1,2025-10-06
5120,1102,2005,7,-13341.11,2025-02-09,08:46:40,Internet,bank_transfer,KCB ATM,Meru,Kenya,TX658049,1,2025-02-09
5121,1102,2005,7,-11576.94,2025-10-05,10:54:39,Internet,bank_transfer,M-Pesa Agent,Naivasha,Kenya,TX853443,1,2025-10-05
5122,1102,2004,14,-4083.84,2025-03-08,16:33:36,Loan Repayment,mobile_money,Java House,Kakamega,Kenya,TX649859,1,2025-03-08
5123,1102,2004,7,-15889.62,2025-11-26,11:43:40,Internet,cash,Quickmart,Kitale,Kenya,TX382410,1,2025-11-26
5124,1102,2004,11,-12466.88,2025-07-04,18:24:46,Education,bank_transfer,Quickmart,Nairobi,Kenya,TX805703,0,2025-07-04
5125,1102,2004,3,-6984.1,2025-05-24,11:49:47,Rent,cash,Gikomba Market,Eldoret,Kenya,TX291423,1,2025-05-24
5126,1102,2006,7,-7189.79,2025-08-24,18:12:08,Internet,cash,Shell Petrol Station,Kakamega,Kenya,TX358604,1,2025-08-24
5127,1102,2006,3,-16640.11,2025-12-16,14:50:25,Rent,card,TotalEnergies,Nyeri,Kenya,TX700408,1,2025-12-16
5128,1102,2004,6,-13752.49,2025-07-27,11:16:05,Utilities,cash,Shell Petrol Station,Nyeri,Kenya,TX898488,1,2025-07-27
5129,1102,2005,12,-7903.72,2025-09-05,11:58:21,Airtime & Data,card,Huduma Centre,Meru,Kenya,TX332419,1,2025-09-05
5130,1102,2006,4,-13791.46,2025-06-25,22:38:50,Groceries,mobile_money,Jumia,Ruiru,Kenya,TX628986,1,2025-06-25
5131,1102,2004,9,-708.05,2025-12-30,18:23:23,Entertainment,bank_transfer,M-Pesa Agent,Eldoret,Kenya,TX505042,0,2025-12-30
5132,1102,2006,6,-15505.46,2025-01-09,16:48:31,Utilities,cash,Gikomba Market,Nakuru,Kenya,TX107971,1,2025-01-09
5133,1102,2004,5,-17898.57,2025-11-18,09:56:43,Transport,mobile_money,Uber,Naivasha,Kenya,TX728098,1,2025-11-18
5134,1102,2005,3,-14152.79,2025-01-25,12:33:53,Rent,card,Gikomba Market,Kiambu,Kenya,TX139521,1,2025-01-25
5135,1102,2004,14,-1946.5,2025-07-06,12:25:19,Loan Repayment,cash,Equity ATM,Mombasa,Kenya,TX442640,1,2025-07-06
5136,1102,2005,4,-7448.98,2025-02-24,12:46:11,Groceries,card,Nairobi Hospital,Naivasha,Kenya,TX863197,1,2025-02-24
5137,1102,2006,2,35380.19,2025-05-02,19:28:54,Freelance Income,mobile_money,Gikomba Market,Ruiru,Kenya,TX256957,0,2025-05-02
5138,1102,2006,14,-15890.59,2025-11-26,09:18:49,Loan Repayment,mobile_money,KFC,Kisumu,Kenya,TX578814,1,2025-11-26
5139,1102,2005,10,-10569.68,2025-09-28,09:44:37,Healthcare,mobile_money,Bolt,Kiambu,Kenya,TX601233,0,2025-09-28
5140,1102,2004,5,-10382.26,2025-07-04,10:15:54,Transport,cash,Huduma Centre,Kisumu,Kenya,TX243497,1,2025-07-04
5141,1102,2005,9,-17307.88,2025-08-08,19:03:20,Entertainment,bank_transfer,Equity ATM,Nyeri,Kenya,TX563681,0,2025-08-08
5142,1102,2005,5,-6890.23,2025-03-27,10:31:45,Transport,cash,Gikomba Market,Nyeri,Kenya,TX762880,1,2025-03-27
5143,1102,2005,12,-17362.52,2025-10-29,19:23:50,Airtime & Data,cash,Shell Petrol Station,Nyeri,Kenya,TX235158,1,2025-10-29
5144,1102,2005,10,-8676.52,2025-03-02,08:51:44,Healthcare,cash,Naivas,Kisumu,Kenya,TX992351,0,2025-03-02
5145,1102,2004,1,39622.89,2025-01-22,10:51:19,Salary,card,Jumia,Mombasa,Kenya,TX347905,0,2025-01-22
5146,1102,2004,11,-1571.0,2025-03-01,16:55:20,Education,mobile_money,Java House,Thika,Kenya,TX603871,0,2025-03-01
5147,1102,2004,9,-3806.55,2025-04-15,19:35:47,Entertainment,mobile_money,Chicken Inn,Eldoret,Kenya,TX398176,0,2025-04-15
5148,1102,2006,9,-12475.25,2025-11-12,18:24:37,Entertainment,bank_transfer,Bolt,Naivasha,Kenya,TX991648,0,2025-11-12
5149,4037,2008,1,47394.01,2025-01-04,15:41:26,Monthly salary,bank_transfer,Employer Ltd,Kisumu,Kenya,PAY484087,1,2025-01-04
5150,4037,2008,1,52170.58,2025-02-03,12:04:33,Monthly salary,bank_transfer,Employer Ltd,Kitale,Kenya,PAY669759,1,2025-02-03
5151,4037,2007,1,50416.61,2025-03-02,08:08:12,Monthly salary,bank_transfer,Employer Ltd,Kakamega,Kenya,PAY419678,1,2025-03-02
5152,4037,2007,1,43888.96,2025-04-01,08:33:15,Monthly salary,mobile_money,HR Payroll,Naivasha,Kenya,PAY267930,1,2025-04-01
5153,4037,2008,1,50228.87,2025-05-04,17:01:34,Monthly salary,bank_transfer,HR Payroll,Machakos,Kenya,PAY643876,1,2025-05-04
5154,4037,2007,1,49724.54,2025-06-02,11:57:22,Monthly salary,mobile_money,HR Payroll,Thika,Kenya,PAY372986,1,2025-06-02
5155,4037,2009,1,48731.85,2025-07-03,21:08:24,Monthly salary,bank_transfer,Employer Ltd,Thika,Kenya,PAY249365,1,2025-07-03
5156,4037,2007,1,48239.79,2025-08-04,18:57:42,Monthly salary,bank_transfer,Employer Ltd,Machakos,Kenya,PAY155675,1,2025-08-04
5157,4037,2008,1,50236.03,2025-09-01,21:11:04,Monthly salary,mobile_money,Employer Ltd,Nakuru,Kenya,PAY564412,1,2025-09-01
5158,4037,2008,1,52233.68,2025-10-05,11:53:59,Monthly salary,bank_transfer,HR Payroll,Kisumu,Kenya,PAY280925,1,2025-10-05
5159,4037,2008,1,48872.47,2025-11-05,12:47:26,Monthly salary,bank_transfer,Employer Ltd,Kitale,Kenya,PAY547846,1,2025-11-05
5160,4037,2009,1,49648.39,2025-12-05,08:40:19,Monthly salary,bank_transfer,Employer Ltd,Nakuru,Kenya,PAY274654,1,2025-12-05
5161,4037,2009,12,-18805.98,2025-05-06,12:20:35,Airtime & Data,cash,Nairobi Hospital,Mombasa,Kenya,TX612861,1,2025-05-06
5162,4037,2010,12,-7983.02,2025-09-10,13:10:51,Airtime & Data,card,Naivas,Meru,Kenya,TX448781,1,2025-09-10
5163,4037,2009,14,-14555.59,2025-05-10,21:39:45,Loan Repayment,card,Equity ATM,Meru,Kenya,TX964937,1,2025-05-10
5164,4037,2010,1,5137.47,2025-04-06,11:28:04,Salary,cash,Jumia,Kakamega,Kenya,TX724842,0,2025-04-06
5165,4037,2010,13,-4441.9,2025-09-27,21:46:07,Savings Deposit,cash,Bolt,Meru,Kenya,TX685432,1,2025-09-27
5166,4037,2008,3,-15104.43,2025-03-18,06:51:43,Rent,mobile_money,Bolt,Kiambu,Kenya,TX482003,1,2025-03-18
5167,4037,2010,12,-17690.76,2025-01-28,12:11:02,Airtime & Data,cash,KCB ATM,Meru,Kenya,TX950219,1,2025-01-28
5168,4037,2010,9,-8879.72,2025-09-15,22:55:36,Entertainment,card,KFC,Kakamega,Kenya,TX639318,0,2025-09-15
5169,4037,2009,3,-16014.1,2025-05-02,18:59:03,Rent,mobile_money,TotalEnergies,Nairobi,Kenya,TX391640,1,2025-05-02
5170,4037,2009,4,-17132.68,2025-07-18,08:52:36,Groceries,cash,Uber,Naivasha,Kenya,TX169634,1,2025-07-18
5171,4037,2009,14,-11496.22,2025-03-25,12:55:46,Loan Repayment,mobile_money,Naivas,Kiambu,Kenya,TX256463,1,2025-03-25
5172,4037,2008,13,-2031.01,2025-10-28,17:42:01,Savings Deposit,card,KCB ATM,Eldoret,Kenya,TX785511,1,2025-10-28
5173,4037,2008,1,12119.91,2025-11-10,12:58:00,Salary,bank_transfer,Carrefour,Nakuru,Kenya,TX820134,0,2025-11-10
5174,4037,2010,2,3222.41,2025-11-08,09:09:25,Freelance Income,card,Bolt,Mombasa,Kenya,TX317312,0,2025-11-08
5175,4037,2008,2,15086.87,2025-12-18,20:26:29,Freelance Income,card,Quickmart,Mombasa,Kenya,TX735266,0,2025-12-18
5176,4037,2007,2,4588.47,2025-02-27,18:25:06,Freelance Income,card,Quickmart,Mombasa,Kenya,TX747504,0,2025-02-27
5177,4037,2007,8,-18525.51,2025-03-11,16:42:47,Eating Out,bank_transfer,Jumia,Nakuru,Kenya,TX753235,0,2025-03-11
5178,4037,2008,1,8089.48,2025-05-31,12:27:24,Salary,mobile_money,Shell Petrol Station,Naivasha,Kenya,TX782231,0,2025-05-31
5179,4037,2009,13,-15743.02,2025-09-24,09:09:48,Savings Deposit,card,Uber,Mombasa,Kenya,TX398267,1,2025-09-24
5180,4037,2007,13,-2984.1,2025-10-13,18:40:33,Savings Deposit,cash,Naivas,Meru,Kenya,TX797222,1,2025-10-13
5181,4037,2009,3,-538.87,2025-03-18,15:24:08,Rent,card,KFC,Thika,Kenya,TX856625,1,2025-03-18
5182,4037,2010,14,-4449.44,2025-02-03,06:51:59,Loan Repayment,cash,Bolt,Kiambu,Kenya,TX828299,1,2025-02-03
5183,4037,2010,14,-2549.28,2025-01-09,09:14:29,Loan Repayment,cash,TotalEnergies,Machakos,Kenya,TX476455,1,2025-01-09
5184,4037,2009,9,-18495.6,2025-07-07,18:19:48,Entertainment,card,Naivas,Eldoret,Kenya,TX178589,0,2025-07-07
5185,4037,2008,1,9523.95,2025-03-14,21:59:03,Salary,cash,Shell Petrol Station,Naivasha,Kenya,TX342018,0,2025-03-14
5186,4037,2010,5,-1418.07,2025-01-31,11:38:39,Transport,mobile_money,Nairobi Hospital,Machakos,Kenya,TX719511,1,2025-01-31
5187,4037,2007,7,-5771.7,2025-04-27,10:08:55,Internet,mobile_money,Java House,Thika,Kenya,TX373743,1,2025-04-27
5188,4037,2008,14,-14264.57,2025-12-17,06:14:44,Loan Repayment,cash,Quickmart,Nakuru,Kenya,TX161496,1,2025-12-17
5189,4037,2007,1,9238.9,2025-11-12,17:58:57,Salary,bank_transfer,Equity ATM,Thika,Kenya,TX543745,0,2025-11-12
5190,4037,2009,10,-13605.96,2025-02-03,17:28:37,Healthcare,cash,KFC,Eldoret,Kenya,TX545823,0,2025-02-03
5191,2126,2011,1,128065.18,2025-01-03,21:53:06,Monthly salary,bank_transfer,HR Payroll,Naivasha,Kenya,PAY555275,1,2025-01-03
